coluna0,conjunto0,conjunto1,conjunto2,conjunto3,conjunto4,conjunto5,conjunto6,conjunto7,conjunto8,conjunto9,conjunto10,conjunto11,conjunto12,conjunto13,conjunto14,conjunto15,conjunto16,conjunto17,conjunto18,conjunto19,conjunto20,conjunto21,conjunto22,conjunto23,conjunto24,conjunto25,conjunto26,conjunto27,conjunto28,conjunto29,conjunto30,conjunto31,conjunto32,conjunto33,conjunto34,conjunto35,conjunto36,conjunto37,conjunto38,conjunto39,conjunto40,conjunto41,conjunto42,conjunto43,conjunto44,conjunto45,conjunto46,conjunto47,conjunto48,conjunto49,conjunto50,conjunto51,conjunto52,conjunto53,conjunto54,conjunto55,conjunto56,conjunto57,conjunto58,conjunto59,conjunto60,conjunto61,conjunto62,conjunto63,conjunto64,conjunto65,conjunto66,conjunto67,conjunto68,conjunto69,conjunto70,conjunto71,conjunto72,conjunto73,conjunto74,conjunto75,conjunto76,conjunto77,conjunto78,conjunto79,conjunto80,conjunto81,conjunto82,conjunto83,conjunto84,conjunto85,conjunto86,conjunto87,conjunto88,conjunto89,conjunto90,conjunto91,conjunto92,conjunto93,conjunto94,conjunto95,conjunto96,conjunto97,conjunto98,conjunto99
0,"(0.1599785030349168, 0.09837468610217082, 0.015737835019155124)","(0.16013538899632063, 0.09106589068025063, 0.014582871828378344)","(0.20700219402417835, 0.09717753908045934, 0.02011596379952542)","(0.12209962983368544, 0.09876707064414358, 0.012059422765407392)","(0.12225017926042768, 0.09232196190258997, 0.011286376392265998)","(0.1207986248987491, 0.09423587999664246, 0.011383564719717945)","(0.0784054417021103, 0.09472599780394347, 0.007427033698491319)","(0.1197361363863395, 0.09949281290671594, 0.011912885015659099)","(0.2091424963569592, 0.09975885051396657, 0.02086381503019169)","(0.07157917827544767, 0.0977335712697924, 0.006995688721416641)","(0.2034913028720738, 0.0977799190616255, 0.019897363124576097)","(0.15906877817790527, 0.09811602954890818, 0.015607196940012074)","(0.1770573320689488, 0.09148354219578399, 0.016197831909402615)","(0.17222321608987656, 0.09846657626150941, 0.016958230441116245)","(0.052638571140206494, 0.09660708229640062, 0.005085258774106868)","(0.22848201603433388, 0.09853730169482668, 0.022514001345817384)","(0.13174875730707047, 0.09713025487625578, 0.012796790376865722)","(0.19676282390714794, 0.09437923431428766, 0.01857032466187364)","(0.06133354737157107, 0.09341586359174642, 0.0057295262948606)","(0.1412128769957221, 0.09585642722284232, 0.01353616186666862)","(0.11326908692265619, 0.09187794197296302, 0.01040693059561031)","(0.15894928212156129, 0.09595572941694808, 0.015252094306274677)","(0.09385651799594429, 0.09443140465235154, 0.00886300283013573)","(0.06016602920543401, 0.09517773618351569, 0.005726466454924499)","(0.1720638639532881, 0.09519848336408522, 0.01638021889011732)","(0.1207629873067422, 0.09338465312535815, 0.01127740968002215)","(0.11989993873086552, 0.0997928445597273, 0.01196515594849009)","(0.12359084746654547, 0.09626847751171913, 0.011897902719987441)","(0.18157638031942153, 0.09188948322510332, 0.016684959753436465)","(0.23366834633565314, 0.09911297969096779, 0.023159566064787616)","(0.07471421051128256, 0.09761143295169869, 0.007292961149861159)","(0.2326236569140125, 0.09799847599301867, 0.022796763857496065)","(0.12882987813751873, 0.09856493085870399, 0.012698108031159795)","(0.1513403055192212, 0.09610400778819386, 0.014544409900286872)","(0.2169097634710373, 0.09234965523369956, 0.020031541873373613)","(0.14777068231181234, 0.09881733121072957, 0.014602304457241857)","(0.11820827003125947, 0.09087744276433005, 0.010742465294036253)","(0.24242029845526647, 0.09273174465354914, 0.022480057215190943)","(0.20572052420041925, 0.09129722026030745, 0.018781712009991586)","(0.12799626668306024, 0.0923927629466011, 0.011825928725697923)","(0.16631618094758693, 0.09221542947443773, 0.015336918054630026)","(0.1374563380257321, 0.09855629879921582, 0.013547187922310064)","(0.052218189781997465, 0.09040863365712108, 0.004720975190238632)","(0.1062021601652752, 0.09388449456301685, 0.009970736128617425)","(0.17995345857901174, 0.09905178515271251, 0.01782471131665582)","(0.1655583776158825, 0.09326578653971127, 0.015440932306583808)","(0.14844631133941144, 0.09926845825312884, 0.014736036460027331)","(0.10158022856476877, 0.09225233869813282, 0.009371013650590794)","(0.1699473030889137, 0.0921528572342575, 0.015661129558899752)","(0.06119285457719692, 0.09381848178219525, 0.005741020712351272)","(0.2389075099104057, 0.09693750218936954, 0.023159097264996778)","(0.0991713168373599, 0.09345745842101535, 0.009268299219884903)","(0.21612022713255136, 0.09025531197722571, 0.019505998524437303)","(0.11001481778003706, 0.09082715908477426, 0.009992333356189879)","(0.11473805301174161, 0.09008519577787262, 0.010336199968734671)","(0.22128915944957545, 0.09851084439617662, 0.021799381953097843)","(0.05953606997178443, 0.09113144848962018, 0.005425608293908095)","(0.12160276379639585, 0.09408320710455755, 0.011440778010742904)","(0.1319163147757374, 0.0956345369607049, 0.012615755681140239)","(0.08704776416785862, 0.09048679070450893, 0.007876672817552475)","(0.23609965541994327, 0.09601499164887763, 0.022669106443448737)","(0.11425657711957177, 0.09133021074228709, 0.010435077267022867)","(0.19757122452904874, 0.09426018520133697, 0.018623100214563065)","(0.17511537931450566, 0.0947724617396864, 0.01659611558611466)","(0.2013232359941271, 0.0991820360973703, 0.019967648459608914)","(0.1624750298751832, 0.09514517263397473, 0.015458714766184508)","(0.15789428342716993, 0.09301139975652778, 0.014685968315115002)","(0.06793703861019387, 0.09711123170596224, 0.00659744949789144)","(0.09360146148930144, 0.09480091921929823, 0.00887350458945552)","(0.1268927327607221, 0.09138577167678416, 0.01159619030351454)","(0.12951639513801305, 0.09182611910676934, 0.011892987926222589)","(0.24958249310529484, 0.09957517740975996, 0.024852221029329928)","(0.12074663561454864, 0.09136510216846815, 0.011032028699422032)","(0.12290693446013663, 0.0990996204903408, 0.012180030560630729)","(0.19133781998697658, 0.09211192257418069, 0.01762449446015291)","(0.058680913378323686, 0.09477816594327243, 0.005561669345873557)","(0.1625349096592027, 0.09007557539557817, 0.014640425509420999)","(0.06581488468042583, 0.0932893455348013, 0.006139827518285346)","(0.1882980492279855, 0.09350053830213591, 0.01760596896405873)","(0.12587227372533985, 0.09880758228441605, 0.012437135043443058)","(0.09608989864878359, 0.09194499723719823, 0.008834985465785065)","(0.06531445646200616, 0.0998078304203422, 0.006518894194556735)","(0.07548928827915136, 0.0916425271110423, 0.006918029147715416)","(0.1583787290017567, 0.09341550910482603, 0.014795029601074377)","(0.10605490557793361, 0.09033238921070745, 0.009580193008370727)","(0.1684249837945752, 0.09574881903945488, 0.016126493295069905)","(0.20973182706086574, 0.09793453498617975, 0.020539988955007756)","(0.11153873822629819, 0.09979943720494423, 0.011131503301534158)","(0.17128183961000654, 0.09686747581091153, 0.016591639455270736)","(0.06250384235232626, 0.09326283514940516, 0.005829285545509412)","(0.22897248985983198, 0.095657749446539, 0.021902993065162)","(0.22004499526877364, 0.09993856663011877, 0.021990981421292504)","(0.24612064036820386, 0.09032413263791307, 0.022230633365545746)","(0.10069884184083062, 0.09746011684159614, 0.009814120891620762)","(0.1583101599503417, 0.09324877943082807, 0.014762229186868526)","(0.1430173038925553, 0.09176265212922878, 0.01312364710555275)","(0.10984643796702176, 0.09031426004734042, 0.00992069976382765)","(0.22786059784037022, 0.09897052397851046, 0.02255148276231809)","(0.1384747274993167, 0.09365701499911241, 0.012969129630401508)","(0.06499260031472526, 0.09818066942677303, 0.006381017006686425)"
0,"(0.053073898441328864, 0.09661658823887047, 0.0051278189919375)","(0.21199354432152712, 0.09334745951865799, 0.01978905879677058)","(0.12919181627286852, 0.09228811598706045, 0.011922869324769493)","(0.07502581422783938, 0.09920328139073561, 0.007442806960413406)","(0.10557820151940021, 0.0994372483118566, 0.010498405840803835)","(0.18095123394355023, 0.09926633206948318, 0.017962365277023194)","(0.2458248383337408, 0.09307079214665029, 0.0228791124330435)","(0.20263707455732205, 0.09390131718547974, 0.019027888211544806)","(0.20943513264958064, 0.09809099752967246, 0.020543701079356637)","(0.18492039506401237, 0.0955687738954232, 0.01767261542452493)","(0.1527308190984309, 0.0960954966593175, 0.014676743916448092)","(0.21828117765920824, 0.0959652501441384, 0.020947407815823032)","(0.21401136517663577, 0.09795866306376609, 0.020964267213154666)","(0.1059863110667067, 0.09161966190905194, 0.009710429986919277)","(0.16085625016604493, 0.09303143222771677, 0.014964687335727065)","(0.13448324566391037, 0.09737005614360358, 0.013094641180668986)","(0.09145735189160448, 0.09637446233738209, 0.008814153115354136)","(0.22200270601411587, 0.09256035291576786, 0.020548648816922026)","(0.06360832417674234, 0.09039864804724426, 0.005750106510128349)","(0.06985618197128629, 0.09099941665974282, 0.006356871809463895)","(0.12875288520434316, 0.09410360560419108, 0.012116110729671198)","(0.1405918266144648, 0.09252812102398694, 0.013008697547966587)","(0.21435567087130764, 0.09146662611479052, 0.01960639000317099)","(0.24543868737426983, 0.09179293083371862, 0.02252953645406504)","(0.15173523437952308, 0.09183299690654625, 0.013934301309388813)","(0.11883870866826858, 0.09430463235004592, 0.011207040729915284)","(0.1993463614661563, 0.09687414116714457, 0.019311507561829054)","(0.09995767308879025, 0.09030695335872527, 0.009026872921476088)","(0.07764630857443214, 0.0998712660308554, 0.007754635139951001)","(0.16131401560979808, 0.09089741119862328, 0.014663026408984951)","(0.20441445589864743, 0.09705066274549637, 0.019838558419723772)","(0.059866388018578756, 0.09349046407341084, 0.0055969363982558105)","(0.16844885904397972, 0.09660016646399952, 0.01627218782431923)","(0.0934974175985972, 0.09607899414347147, 0.008983137837885328)","(0.06290177453974664, 0.09477038000556762, 0.0059612250761563275)","(0.1393272345667746, 0.09102777713572158, 0.012682648457080762)","(0.21808042744139344, 0.09537386149039614, 0.020799172480561845)","(0.22275623050169485, 0.09146715773919115, 0.020374879272686146)","(0.10633355877593452, 0.09110194360889946, 0.009687193875338783)","(0.09731826166156388, 0.09683143473977215, 0.009423466903069793)","(0.08823028500049764, 0.09975690587767201, 0.00880158023635482)","(0.16041109463846792, 0.09537682753627895, 0.015299501308238875)","(0.2139621718919123, 0.09939856801950431, 0.021267533496399118)","(0.24825566431585444, 0.09841668429386971, 0.024432499339138342)","(0.19971712202025277, 0.09236731978743733, 0.018447335276671327)","(0.236305241645006, 0.09396993519084952, 0.022205588242639247)","(0.24974284836802746, 0.0924480640315721, 0.023088242837354604)","(0.1678859682505197, 0.09616968977574705, 0.0161455414843534)","(0.12050876306443281, 0.09210633245110081, 0.011099620194083587)","(0.11139811728082849, 0.09918323854695331, 0.011048826039945893)","(0.1981393013352311, 0.09881844753516572, 0.01957981815364993)","(0.23017549641204116, 0.09462810844111567, 0.021781071834966262)","(0.21431226405387738, 0.09018058684019357, 0.019326805739429184)","(0.0986044942750294, 0.09595692639683412, 0.009461784199546047)","(0.0688684645837511, 0.09618839691779185, 0.006624347206500741)","(0.14164520855212265, 0.09047242399070649, 0.012814985364379684)","(0.07831500505536522, 0.09685445048651611, 0.00758515677948613)","(0.24233334690730923, 0.0945058931675921, 0.0229019293937672)","(0.23309698347407343, 0.09799564519056315, 0.022842489287515862)","(0.17499447349425717, 0.09806669585999148, 0.017161129809340658)","(0.1284780897962825, 0.09984474144124234, 0.01282786165657454)","(0.10416623720482719, 0.09637214227737725, 0.010038723432402634)","(0.07614704618530635, 0.0971923230066805, 0.007400908308846913)","(0.2340826623451554, 0.09363016423266891, 0.021917198119397283)","(0.13131733104641446, 0.09461799453672422, 0.01242498251152685)","(0.13957457143553512, 0.0941741834598568, 0.013144321296700973)","(0.06795390483961108, 0.09898875376490711, 0.006726672353532191)","(0.09859159049271222, 0.09123263019648921, 0.008994770115905316)","(0.23700633210206307, 0.09952361753131035, 0.023587727548624447)","(0.18570385777930604, 0.09763249127919085, 0.018130730275150195)","(0.1421850987347597, 0.0921311015337274, 0.013099669768115203)","(0.21775330734597087, 0.0909759809781184, 0.019810320747029417)","(0.1722349380932358, 0.09526394994330688, 0.016407780521002575)","(0.15361197285563477, 0.09051962023344023, 0.013904897446201589)","(0.10989384893896877, 0.09735433722381232, 0.010698642828427054)","(0.15091422435940666, 0.0991024021038898, 0.01495596214566256)","(0.24804752528818652, 0.098846127117129, 0.024518537215725358)","(0.18117247940088205, 0.09746668689467713, 0.017658281323698115)","(0.19701246945874268, 0.0936605731795641, 0.018452300813027206)","(0.10025026740592613, 0.09860816955002204, 0.009885495365798611)","(0.08634465727963661, 0.09295150863780444, 0.008025866156956406)","(0.1643441625812992, 0.09063382780590526, 0.01489514053229917)","(0.21569609747703045, 0.09140144818820424, 0.01971493567794465)","(0.13364601851989213, 0.09602099145357362, 0.012832823202102705)","(0.18664175377446085, 0.09226589955615658, 0.017220669306739312)","(0.17211153597873857, 0.09369626556774253, 0.016126208182335962)","(0.20223538040218192, 0.09872080021146806, 0.019964838584374044)","(0.09939925292684848, 0.09181184660401666, 0.009126028962273667)","(0.1991021181001577, 0.09844937830738386, 0.019601479746643845)","(0.16296907315824974, 0.09213219599408065, 0.015014698589189534)","(0.2221036376687044, 0.09361309143620986, 0.020791808141395248)","(0.053502059668541914, 0.09033295094642854, 0.0048329989315712895)","(0.24217017353446296, 0.09040594794515065, 0.02189362410242476)","(0.11071317955149598, 0.09168471038335807, 0.01015070580279963)","(0.1515442537393258, 0.09499062374445685, 0.014395283187586797)","(0.2285491115436475, 0.09114070413598833, 0.020830126955742573)","(0.07355321814523103, 0.09827034762237401, 0.007228100315876161)","(0.0648907362172871, 0.09193496649327709, 0.005965727659860372)","(0.24922640032367577, 0.09186695236432156, 0.022895669846466456)","(0.1025635314918722, 0.09288459794516066, 0.009526572386458373)"
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
