coluna0,conjunto0,conjunto1,conjunto2,conjunto3,conjunto4,conjunto5,conjunto6,conjunto7,conjunto8,conjunto9,conjunto10,conjunto11,conjunto12,conjunto13,conjunto14,conjunto15,conjunto16,conjunto17,conjunto18,conjunto19,conjunto20,conjunto21,conjunto22,conjunto23,conjunto24,conjunto25,conjunto26,conjunto27,conjunto28,conjunto29,conjunto30,conjunto31,conjunto32,conjunto33,conjunto34,conjunto35,conjunto36,conjunto37,conjunto38,conjunto39,conjunto40,conjunto41,conjunto42,conjunto43,conjunto44,conjunto45,conjunto46,conjunto47,conjunto48,conjunto49,conjunto50,conjunto51,conjunto52,conjunto53,conjunto54,conjunto55,conjunto56,conjunto57,conjunto58,conjunto59,conjunto60,conjunto61,conjunto62,conjunto63,conjunto64,conjunto65,conjunto66,conjunto67,conjunto68,conjunto69,conjunto70,conjunto71,conjunto72,conjunto73,conjunto74,conjunto75,conjunto76,conjunto77,conjunto78,conjunto79,conjunto80,conjunto81,conjunto82,conjunto83,conjunto84,conjunto85,conjunto86,conjunto87,conjunto88,conjunto89,conjunto90,conjunto91,conjunto92,conjunto93,conjunto94,conjunto95,conjunto96,conjunto97,conjunto98,conjunto99
0,"(0.003921220677173636, 0.03374704872166553, 0.000132329625240981)","(0.021430195629468442, 0.03171558310996955, 0.0006796711505493127)","(0.012758338359154967, 0.05375364496596073, 0.0006858071905136141)","(0.020208624095555835, 0.05205200784080755, 0.0010518994598738049)","(0.021855244907589135, 0.020149057363874498, 0.00044036258334453947)","(0.0031360750077074535, 0.059089125066326145, 0.00018530792834780546)","(0.020779014584330253, 0.05247801600096285, 0.0010904414598407234)","(0.02459120060735056, 0.012674922622155964, 0.0003116915648840831)","(0.030202182037455942, 0.045728770453642924, 0.0013811086495899604)","(0.005984966403415127, 0.005051045498821406, 3.0230337612567314e-05)","(0.024469193519208763, 0.08526409313259915, 0.0020863435951014074)","(0.032174553918865874, 0.04637923371492396, 0.001492231155876503)","(0.009712817857674656, 0.04586877661428103, 0.0004455150726088784)","(0.007734649739768103, 0.04093207847813699, 0.00031659529014908984)","(0.005685273227262826, 0.029121085431906415, 0.00016556132735485104)","(0.02881289323817117, 0.0795453334560695, 0.002291931200464456)","(0.02011602519944707, 0.007098122762316371, 0.00014278601635552495)","(0.029857608096964035, 0.015972428389316597, 0.0004768985072050374)","(0.02547709516851209, 0.053826528098782855, 0.001371343578963281)","(0.028167795681049386, 0.08428252928277861, 0.00237405306431937)","(0.004002916430708733, 0.08248200569165925, 0.00033016857582095406)","(0.03282870744500989, 0.01996755759525367, 0.0006555091066859679)","(0.007192019631415588, 0.05877127341992779, 0.0004226841521994138)","(0.023316542275581453, 0.05677886208265484, 0.0013238867381096303)","(0.011898066966034439, 0.03898614352679424, 0.00046385974642922795)","(0.019369931295495985, 0.052723390373501273, 0.001021248449200334)","(0.01372530693767273, 0.052615246406810166, 0.0007221604065347518)","(0.010862434326250434, 0.061864368099385, 0.0006719976356145519)","(0.012993999719706953, 0.02943740011120768, 0.00038250956879393405)","(0.022658302033025216, 0.07212793523835469, 0.001634296541649123)","(0.008783871566202759, 0.02794236139263863, 0.00024544211372936014)","(0.015754532335473168, 0.014817046742722526, 0.00023343564202443943)","(0.03186222336194516, 0.026031111872560127, 0.0008294091008432934)","(0.005041453730076263, 0.05538659201539623, 0.0002792289409122315)","(0.026101765001731076, 0.02923390469696011, 0.000763056510483055)","(0.02223507300796206, 0.03985802711603248, 0.0008862461428783136)","(0.02460710427002372, 0.08174512415728968, 0.002011510793704462)","(0.024456118540365467, 0.007436243434421033, 0.00018186165092721522)","(0.022880150883720772, 0.033819797613672285, 0.0007738020722577216)","(0.02161981382510897, 0.04476220300788688, 0.0009677504954322471)","(0.0209233606429151, 0.0840602231400875, 0.0017588223644839681)","(0.031669433377504976, 0.02663016701686741, 0.0008433623001725129)","(0.02197913212543965, 0.030476135640778473, 0.0006698390119214905)","(0.02770751593949167, 0.05734955647633572, 0.0015890137501908496)","(0.020593435266943072, 0.08067845562004411, 0.0016614465532483178)","(0.0136225940048229, 0.034969644681018146, 0.00047637727198242486)","(0.014890876093762228, 0.08246087865838786, 0.0012279147266848157)","(0.010784340966298335, 0.0553894433590908, 0.0005973386431179042)","(0.028422117527176226, 0.044957983967424356, 0.0012778011041070395)","(0.02950757104166188, 0.03575362975556588, 0.0010550027700096363)","(0.02092174406653934, 0.010661081114374617, 0.00022304841054756174)","(0.010300847078001739, 0.019337721355128297, 0.00019919491051618516)","(0.005064324766672771, 0.07621464669092688, 0.0003859757228200759)","(0.01884567627917991, 0.037130059779925714, 0.0006997410868390781)","(0.02608452413976376, 0.004848857853224612, 0.0001264801497227205)","(0.007904446065687964, 0.009347171486502354, 7.388421288179425e-05)","(0.007308371585326011, 0.045560472505036094, 0.00033297286266983277)","(0.013095881618385211, 0.01497709764829147, 0.00019613829778902065)","(0.014368528846512851, 0.07456999899228457, 0.001071461181605075)","(0.021935108357910953, 0.025811926543450704, 0.0005661874056570291)","(0.020124178103526357, 0.07112981022902509, 0.001431428969518932)","(0.03220515300374009, 0.08492768881812551, 0.0027351092126417587)","(0.00673286105151618, 0.07643823112566141, 0.0005146479891927575)","(0.01695574680344311, 0.03487366692904292, 0.0005913090665564592)","(0.00870809158923592, 0.018786661319472476, 0.00016359596742592205)","(0.014899395514884534, 0.07304028211474249, 0.0010882560517462953)","(0.025605753883726934, 0.08065838389361416, 0.0020653187266390484)","(0.006615187629763342, 0.02401908645656897, 0.00015889076360571126)","(0.009983625869807687, 0.014565901242603374, 0.00014542050846271898)","(0.022928209457846016, 0.06445440071383014, 0.0014778240000466374)","(0.005839826337023921, 0.07461960410224697, 0.0004357655292946001)","(0.005486364555505659, 0.025664211719450054, 0.00014080322152258372)","(0.02068708824802992, 0.08366520845463095, 0.0017307895505907693)","(0.011935263452626348, 0.034040314841054735, 0.0004062801256383348)","(0.0051407045946911265, 0.04138972248007817, 0.00021277233652632844)","(0.020610778085978526, 0.08448823243269409, 0.0017413682095468314)","(0.024601171209092283, 0.013606622626446237, 0.0003347388528107128)","(0.014433213417566426, 0.04179167049634501, 0.0006031880993503618)","(0.013909413134774035, 0.015913022555416434, 0.00022134080494626483)","(0.009391858676432148, 0.042135898111412676, 0.0003957344002669321)","(0.026968468014642456, 0.045871532832914466, 0.0012370849659870751)","(0.01089487156703348, 0.013259684886910626, 0.0001444625638622261)","(0.02570507839237657, 0.056679897742371484, 0.0014569612147395468)","(0.014603530148860705, 0.07961977292471224, 0.0011627297543514786)","(0.0036777092218007196, 0.016799462631913297, 6.178353864268413e-05)","(0.02034527941357426, 0.06760890162575764, 0.0013755219944208941)","(0.020571448614051347, 0.017198785340624682, 0.0003538039288587602)","(0.03191596976078164, 0.019692593933845533, 0.000628508232503966)","(0.016687735657426664, 0.05317794742051964, 0.0008874195293581659)","(0.012002670751684787, 0.08482385637351778, 0.001018112819939533)","(0.01096648675007282, 0.012503674099609865, 0.0001371213763406003)","(0.018327802952295472, 0.08512281923205013, 0.0015601142576288822)","(0.03134089472310414, 0.03738988877145, 0.001171832567694588)","(0.014388975106189823, 0.04582124055780273, 0.0006593206897209589)","(0.02571191750370169, 0.01919279520161667, 0.0004934835668894094)","(0.03060495000540225, 0.002258899565421445, 6.913350826694819e-05)","(0.030040059274850203, 0.0540182817913693, 0.001622712386938295)","(0.010152735587727259, 0.07301621344985428, 0.0007413143087734252)","(0.024076202984756115, 0.04875894820163681, 0.0011739303342258168)","(0.016631841161247326, 0.04697685129321112, 0.0007813115289642234)"
0,"(0.028810726427915226, 0.07964238826981761, 0.0022945550605075198)","(0.013940589782844716, 0.03312962637456199, 0.00046184653094668166)","(0.012123991838530714, 0.06791626405194111, 0.0008234162310692309)","(0.030192854189365965, 0.0033682816507783287, 0.00010169803675066698)","(0.031896129928610295, 0.001379937735773617, 4.401467331362759e-05)","(0.01794012087035936, 0.03416001318520269, 0.0006128347654756057)","(0.026329709250606424, 0.06634212148889251, 0.0017467687698709486)","(0.011206060304171955, 0.07784237921232225, 0.0008723063956735045)","(0.027045886358370123, 0.020499245711788863, 0.0005544202699533477)","(0.013249830373445227, 0.08639700942082693, 0.001144745719598906)","(0.02439366500458547, 0.048683580411791924, 0.0011875709517890512)","(0.016162601665783677, 0.08159233922446635, 0.0013187444778645467)","(0.02012731649944112, 0.01631664158112698, 0.0003284102093112841)","(0.031835226830497845, 0.04373416787229856, 0.0013922871544576958)","(0.004078330916629536, 0.06377418958745627, 0.00026009224907751633)","(0.024205490929398644, 0.08467248463749585, 0.002049539058862552)","(0.03286948611976433, 0.017091317318420278, 0.0005617828173663029)","(0.030240574368924706, 0.0640909209390182, 0.0019381462610292537)","(0.029328708603182554, 0.07379686349846715, 0.002164366705375382)","(0.023910251452054592, 0.05815211085754638, 0.001390431593071688)","(0.003124441499680118, 0.0023652088218320145, 7.389956598341464e-06)","(0.007075382328783194, 0.006571213479160276, 4.649384772911255e-05)","(0.006738868262261451, 0.02196087251165806, 0.0001479914267803824)","(0.004709067709221935, 0.027507616010328455, 0.00012953522631191402)","(0.01046610650042161, 0.055349112381090214, 0.0005792897048842945)","(0.02668047077812505, 0.04834533577932797, 0.0012898763185190034)","(0.008542770564377355, 0.06797558149513871, 0.0005806997966931051)","(0.005527120200438867, 0.03829581493557923, 0.00021166557232270842)","(0.019274875167724595, 0.0321960670440362, 0.0006205751731654896)","(0.01673942277277042, 0.0598130127081946, 0.0010012353070355594)","(0.012662818942389343, 0.01443199602838345, 0.00018274975268470174)","(0.02138925236370361, 0.06317308623657888, 0.001351225084108197)","(0.019836684593735218, 0.040549127599642604, 0.000804360254745234)","(0.00716965371037766, 0.07082707249978143, 0.0005078055831432455)","(0.027807467222886545, 0.07807873775801057, 0.002171171941010233)","(0.028809913492382322, 0.0722592060716675, 0.002081781475952968)","(0.030855188369516822, 0.07282364950454821, 0.0022469874232185056)","(0.021255720082600224, 0.06081959581506453, 0.0012927643041818957)","(0.007501102886007298, 0.07440588655371416, 0.0005581262103639969)","(0.010837864955254677, 0.011261491678717761, 0.00012205052600866738)","(0.005335694286548759, 0.02517295219676188, 0.00013431517721182738)","(0.0031015976549425245, 0.07202882417580134, 0.00022340443215193283)","(0.020835360913648567, 0.05587162130336889, 0.0011641053946863868)","(0.005899324440045916, 0.08708444271537315, 0.0005137393812585794)","(0.012903943787425608, 0.053584081889548905, 0.0006914459806035497)","(0.021093851996132555, 0.003968258561779998, 8.370585878457312e-05)","(0.02531459015708576, 0.011735152988118499, 0.00029707058832492006)","(0.009244085738842268, 0.07229579191309854, 0.0006683084990021824)","(0.025149485985339143, 0.029882410693338666, 0.0007515272689402693)","(0.019106812576434158, 0.025171156373278256, 0.00048094056715634377)","(0.017173654757757548, 0.05667719728802066, 0.0009733546188617793)","(0.009140015102823557, 0.0664721034337594, 0.0006075560293010105)","(0.019584159972659148, 0.04836002263828878, 0.0009470904196296654)","(0.020697423142633547, 0.017474769645467042, 0.0003616827016722798)","(0.00911047217737852, 0.04870237697330103, 0.0004437016503874593)","(0.01655338615457254, 0.07128584085654496, 0.0011800220510517928)","(0.02996221257017334, 0.051409402491834136, 0.0015403394455659335)","(0.011620888020691882, 0.014760779748772067, 0.00017153336855857664)","(0.01898925394309895, 0.020988570544042812, 0.0003985572959634755)","(0.026619515152823122, 0.06745404176987026, 0.001795593887012225)","(0.016327414744729676, 0.0709117799495071, 0.0011578060415226084)","(0.01579906883740102, 0.028703992247023254, 0.00045349634941894556)","(0.018751535702550844, 0.007045662284795471, 0.00013211698788145824)","(0.005629720714183373, 0.04493540284454981, 0.00025297376819413654)","(0.03255761893565723, 0.08624033552131226, 0.002807779980786109)","(0.018274286516169476, 0.082084365417996, 0.0015000332121464124)","(0.009049184100866652, 0.060830524951262885, 0.0005504666192363403)","(0.027515214306978317, 0.07948225129272733, 0.002186971177920497)","(0.025077041265608276, 0.07002772678016758, 0.0017560881942030042)","(0.014150498814666384, 0.00806644079746337, 0.00011414416094308199)","(0.018297631133442398, 0.0672343831660911, 0.001230229942657664)","(0.014367838122588454, 0.038603146565988004, 0.000554643760882672)","(0.021542427986706667, 0.07991422367674908, 0.001721546408669936)","(0.02428975750921163, 0.04491067597450646, 0.0010908694289955385)","(0.008676116689573247, 0.024048327205701853, 0.0002086460930257082)","(0.011733751514013652, 0.06249525875211235, 0.0007333038370012732)","(0.01231184321787273, 0.007518667177167553, 9.256865149265264e-05)","(0.0031678323586955535, 0.0720080406991141, 0.00022810940141292001)","(0.021807442662862678, 0.05383730035594174, 0.0011740538406355158)","(0.0055353495483352645, 0.024549557135760663, 0.00013589038000326356)","(0.011489243481362044, 0.011743018692694188, 0.00013491840096654934)","(0.01612020590787078, 0.03812909400745819, 0.0006146488464807879)","(0.010823919436906828, 0.01365434837413287, 0.00014779356676507393)","(0.029716667594593838, 0.0016483348515835073, 4.8983018869091255e-05)","(0.027205327836809467, 0.008724217522401052, 0.00023734519781655827)","(0.010970822027775644, 0.020840192306820583, 0.0002286340408227478)","(0.0030590661672364934, 0.05717409023292761, 0.0001748993250740753)","(0.007275138639504469, 0.007441598278210759, 5.413865917348102e-05)","(0.010458707333619255, 0.023792415167072683, 0.00024883790699237705)","(0.018741845985022643, 0.013588616658546125, 0.0002546757605639845)","(0.03162702400174726, 0.014567454700902423, 0.0004607252394698069)","(0.024615022599876354, 0.01740695352791367, 0.0004284725544845924)","(0.02302842225399105, 0.0686457285717373, 0.0015808028234828245)","(0.02323376264766169, 0.018376910525584718, 0.0004269647773487512)","(0.028291343691728702, 0.0216292801850173, 0.0006119213995190218)","(0.03082575732255625, 0.08779225002172523, 0.002706262593970886)","(0.024411778824640577, 0.03510697713164686, 0.0008570237609394777)","(0.011488469070730471, 0.0559363747897078, 0.0006426233117003458)","(0.021328888861865826, 0.013447533089603843, 0.00028682093873442355)","(0.01762521715184654, 0.04374060436564102, 0.0007709376502974298)"
0,,"(0.025030203864410055, 0.06700913447109733, 0.0016772522965892334)",,"(0.029400529028806622, 0.01849762194995645, 0.0005438398711035852)","(0.015043404649056343, 0.05704533043141405, 0.0008581559890188893)","(0.01989905845467418, 0.05440957340817324, 0.0010826992817431253)",,"(0.00811844257126783, 0.03424280358458582, 0.0002779982343806642)","(0.010473454556606991, 0.07692363187019467, 0.0008056561627216492)","(0.0035008113284436234, 0.001902789687448248, 6.661307693464528e-06)",,,"(0.009010071290485776, 0.002261549136191094, 2.037671894401828e-05)","(0.020952272045313282, 0.06703872461923205, 0.001404613595792991)","(0.0056583366313461385, 0.07930733160380125, 0.00044874757954810394)",,"(0.008175011512992233, 0.00900452122817804, 7.361206470933845e-05)","(0.03275637754190648, 0.015068226349036172, 0.000493580511175932)",,,"(0.024193643972613695, 0.050900595067946246, 0.001231470875068068)","(0.02804637392632493, 0.0785896193740921, 0.0022041538516933373)","(0.02925882155099153, 0.06155893729271516, 0.0018011419611162305)","(0.020042272141135638, 0.0438134996239714, 0.0008781220829191787)","(0.015757925029602195, 0.0018261022081862664, 2.8775581692990205e-05)",,,,"(0.02043400818523446, 0.0767242412098507, 0.0015677837728879924)",,"(0.0034528139872073314, 0.0282069502173955, 9.739335224708406e-05)","(0.014353140043211626, 0.03505551979222271, 0.0005031567848653495)","(0.013301308304221712, 0.04226581739066858, 0.0005621906678432184)",,,,,"(0.016157120604103632, 0.046898271325478205, 0.0007577410259297265)",,"(0.011685702892182334, 0.04997802897971315, 0.0005840283977938065)",,"(0.01837466849998401, 0.008528294656654334, 0.00015670458718620834)","(0.02984729665228811, 0.036398608824689746, 0.0010864000753211067)",,,"(0.007441759447483145, 0.0809741020024487, 0.0006025897885781865)","(0.023477243973952563, 0.06394444978933168, 0.0015012394484842995)",,"(0.008552514972807904, 0.010127700350994362, 8.661730889199114e-05)","(0.02200374606395878, 0.06442092956188154, 0.0014175017752838168)","(0.007819523015856863, 0.01129220046760742, 8.829962145612585e-05)","(0.02417126447614524, 0.02345932994311539, 0.0005670416684881954)",,"(0.01520228995936333, 0.03741413692181871, 0.0005687805580648094)","(0.0032356045055905486, 0.031380251771575926, 0.00010153408401867686)","(0.02666227966302267, 0.0014508590621349952, 3.868321006627402e-05)","(0.0035387356629930475, 0.07101608752802094, 0.00025130716158164345)","(0.015668215827786637, 0.0030068070161946457, 4.711130128224086e-05)","(0.01344697000551245, 0.08147461948082707, 0.001095586764369222)","(0.027694947789168804, 0.04420955253213737, 0.0012243812491600599)",,,"(0.027181330738007034, 0.038673636856898196, 0.0010512009142489287)","(0.004327356422418683, 0.05894982610608012, 0.00025509690860061034)",,,,,"(0.026380702769543792, 0.049091471738704866, 0.0012950675244582323)","(0.023686778087623886, 0.020560485102009335, 0.00048701164798519206)",,"(0.030290276296254106, 0.00468602794094248, 0.00014194108106311445)",,"(0.025687714933606103, 0.06633441322816433, 0.001703979497293115)","(0.020470645344516192, 0.07692515126469744, 0.0015747074896128826)",,"(0.030864084987542634, 0.04990130850075478, 0.0015401582265568794)",,"(0.014101550155581108, 0.01952158840155725, 0.00027528465796116997)","(0.028842470599324464, 0.01854330748102592, 0.0005348348008357235)","(0.016874863409126147, 0.056980433176996005, 0.0009615370268546474)","(0.024965119586515695, 0.06717069880826992, 0.0016769245284582858)","(0.02488821796546808, 0.07738325478960592, 0.001925931312081064)","(0.021923683866932768, 0.05533096644482486, 0.0012130586163882052)","(0.03000924051797111, 0.0628511688134311, 0.0018861158417578588)","(0.023671295598075768, 0.08444035985607277, 0.0019988127185609893)","(0.006625369221000794, 0.02664586558085162, 0.00017653869768629877)","(0.015680639463601646, 0.010146257291990323, 0.00015909980250063943)","(0.015133297654449845, 0.06373943615216673, 0.0009645878596175405)","(0.025064490955544097, 0.04935305934554723, 0.0012370093095948995)","(0.003656760534718444, 0.07581190263332392, 0.0002772259736114562)",,,"(0.007180689579469066, 0.06554888177935843, 0.0004706861723388888)","(0.022958739534153436, 0.04438354573783909, 0.0010189902661972335)","(0.031861428085690875, 0.08383058605148343, 0.00267096218886066)","(0.030962847046706286, 0.045717739438328735, 0.0014155513735501443)",,"(0.012422438478992933, 0.008964066260139063, 0.00011135556163819376)","(0.01536824275690379, 0.023524247872655307, 0.0003615263519805443)"
0,,,,"(0.020858221992495474, 0.017708952558850074, 0.00036937726372706563)","(0.02915164207920241, 0.07449302790319103, 0.002171594086829863)",,,,,"(0.014246297082781915, 0.07677149208691655, 0.0010937094837586542)",,,"(0.019102977841749063, 0.06949305885467934, 0.0013275243634563029)",,,,"(0.020429299190516958, 0.03367974059938657, 0.0006880534973638692)","(0.00824064251771001, 0.026620514934618235, 0.00021937014721354933)",,,,,,,"(0.019119777407316116, 0.05971600229609559, 0.0011417566715561257)",,,,,,"(0.005243984545799307, 0.0273942340946222, 0.00014365494023620728)",,,,,,,,,,,,,,,,,,"(0.023663848793232963, 0.03074442935047938, 0.0007275315273839775)",,"(0.014857375707296252, 0.005609128871964021, 8.333693504141227e-05)",,,"(0.014810599547423225, 0.06226786302871044, 0.0009222243839920303)","(0.017993232501289712, 0.0836422740984926, 0.0015049948847907799)","(0.018450851230411645, 0.0307277745630683, 0.0005669535971048004)",,"(0.030471488832768633, 0.08520265606657976, 0.0025962517828550117)",,,,,,,,,,,,"(0.024894694235625108, 0.049245264738727715, 0.0012259458082230373)",,"(0.007895636625113877, 0.08558224520867544, 0.0006757263097290943)",,,,,"(0.021835672386240415, 0.03804534538521154, 0.0008307456976528428)",,"(0.024897626782326928, 0.018882357865209965, 0.00047012589889833316)","(0.01789103133560112, 0.06641482150628163, 0.00118822965271724)",,,,,"(0.00809253420571104, 0.05758484943472844, 0.00046600736378126)",,,"(0.03170566205423382, 0.07563880550867477, 0.002398178405643962)",,,,,,,"(0.009077863389314711, 0.06927089309566577, 0.0006288317043782774)",,,,"(0.015955374545007152, 0.08028087614740927, 0.0012809114477332457)",
0,,,,"(0.015274914372830437, 0.08101492883245297, 0.0012374961008366709)",,,,,,,,,,,,,"(0.031098155561802864, 0.0061385469554612595, 0.0001908974881443656)",,,,,,,,,,,,,,"(0.02171095350105204, 0.0682796431006411, 0.0014824161564264476)",,,,,,,,,,,,,,,,,,,,"(0.03037651861423961, 0.07767500510437712, 0.0023594962384142684)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,"(0.028124078022855693, 0.08787585123548645, 0.002471427296471681)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
