coluna0,conjunto0,conjunto1,conjunto2,conjunto3,conjunto4,conjunto5,conjunto6,conjunto7,conjunto8,conjunto9,conjunto10,conjunto11,conjunto12,conjunto13,conjunto14,conjunto15,conjunto16,conjunto17,conjunto18,conjunto19,conjunto20,conjunto21,conjunto22,conjunto23,conjunto24,conjunto25,conjunto26,conjunto27,conjunto28,conjunto29,conjunto30,conjunto31,conjunto32,conjunto33,conjunto34,conjunto35,conjunto36,conjunto37,conjunto38,conjunto39,conjunto40,conjunto41,conjunto42,conjunto43,conjunto44,conjunto45,conjunto46,conjunto47,conjunto48,conjunto49,conjunto50,conjunto51,conjunto52,conjunto53,conjunto54,conjunto55,conjunto56,conjunto57,conjunto58,conjunto59,conjunto60,conjunto61,conjunto62,conjunto63,conjunto64,conjunto65,conjunto66,conjunto67,conjunto68,conjunto69,conjunto70,conjunto71,conjunto72,conjunto73,conjunto74,conjunto75,conjunto76,conjunto77,conjunto78,conjunto79,conjunto80,conjunto81,conjunto82,conjunto83,conjunto84,conjunto85,conjunto86,conjunto87,conjunto88,conjunto89,conjunto90,conjunto91,conjunto92,conjunto93,conjunto94,conjunto95,conjunto96,conjunto97,conjunto98,conjunto99
0,"(1.2368710903737264e-05, 0.09862634358368498, 1.2198807312792622e-06)","(5.072312640860656e-05, 0.09894875785949481, 5.0189903528817565e-06)","(1.037269144950805e-05, 0.0935866691005268, 9.707456423669737e-07)","(2.5583256356288887e-05, 0.09509101432753475, 2.432737796720861e-06)","(4.102287044969714e-05, 0.09387937076938431, 3.851201264971537e-06)","(6.446834945559962e-05, 0.09010317973389104, 5.8088032781451895e-06)","(3.0265480482571708e-05, 0.0904010840368488, 2.736032244520572e-06)","(8.103464816686077e-05, 0.09704546851325985, 7.864045397160177e-06)","(1.8392501404497446e-05, 0.09366296405497024, 1.722696197930434e-06)","(5.234304255276301e-05, 0.09321771625404858, 4.879298888557052e-06)","(2.4213730442035084e-05, 0.09393300966076365, 2.2744685755348086e-06)","(2.1715724512225386e-05, 0.09602626371848734, 2.085279888848975e-06)","(2.2435894683076917e-05, 0.09558463818560846, 2.1445268756523235e-06)","(6.394752200481484e-05, 0.0921751477770026, 5.894372290766933e-06)","(1.3778894885531938e-05, 0.09109200080964991, 1.2551471040689564e-06)","(9.939826116732712e-05, 0.09476650813783669, 9.419626125800322e-06)","(1.1276688674351643e-05, 0.09404540997512531, 1.0605208095412526e-06)","(8.41503462175966e-05, 0.09862162617986478, 8.29904398757801e-06)","(1.9599880630500488e-05, 0.09563076140945051, 1.8743515082291026e-06)","(9.630707002067493e-05, 0.09924451235732608, 9.55794820076474e-06)","(4.5831397395307825e-05, 0.09716027560477439, 4.452991202280047e-06)","(6.398367998658058e-05, 0.09380026856766795, 6.001686366688979e-06)","(8.782653877218687e-05, 0.09441625169292181, 8.292252590032952e-06)","(8.830320456203544e-05, 0.09102754430656257, 8.038023865682139e-06)","(9.365664924710734e-05, 0.09899572196662217, 9.271607609192091e-06)","(2.2771015234615713e-05, 0.0902447019593907, 2.0549634831606402e-06)","(2.2413986453982376e-05, 0.0934432684308294, 2.094436152824449e-06)","(3.413136245927551e-05, 0.0915952286331107, 3.1262699480169117e-06)","(3.8836915989885516e-05, 0.09293711613049349, 3.6093909715022097e-06)","(2.7825675246169667e-05, 0.09897392826365244, 2.754016385702086e-06)","(7.920363779130345e-05, 0.09843373469674632, 7.796309869366355e-06)","(8.211368657159084e-05, 0.09645278432314856, 7.920093700868273e-06)","(6.123885217916544e-05, 0.09285381314782624, 5.686260937631579e-06)","(5.762096213654209e-05, 0.09898726045868893, 5.703741186890145e-06)","(2.6909461573606833e-05, 0.09739959604641125, 2.6209706870957317e-06)","(5.647239300443442e-05, 0.09664467338620716, 5.457755977251095e-06)","(2.6431227625630392e-05, 0.0958430894316889, 2.53325051311262e-06)","(1.452396450334111e-05, 0.09173250070246823, 1.332319584005362e-06)","(2.589054357948426e-05, 0.09017032204633461, 2.3345586525167566e-06)","(2.988505887962256e-05, 0.09610600806743902, 2.872133709780896e-06)","(2.9856151581917604e-05, 0.09056129967018298, 2.7038118904084477e-06)","(9.473078940865309e-05, 0.09163127551526944, 8.680303064083259e-06)","(6.49671484166455e-05, 0.0949143727282251, 6.16631613990741e-06)","(5.653905632389837e-05, 0.09465623819694077, 5.351774382825174e-06)","(7.802758008945678e-05, 0.09081081103245713, 7.085747830823573e-06)","(4.799839337890327e-05, 0.0932222455055818, 4.474518011441612e-06)","(2.19437274545299e-05, 0.09872338988157382, 2.166359160948551e-06)","(2.9296248439308838e-05, 0.0912206062685822, 2.672421544028757e-06)","(7.350956628569624e-05, 0.09733950206073817, 7.155384578950498e-06)","(5.8667393607894534e-05, 0.0939819208390604, 5.5136743418911424e-06)","(5.930031067123524e-05, 0.0926526242007964, 5.494329399612435e-06)","(3.141340845892347e-05, 0.092931131510845, 2.919283592700108e-06)","(4.53674548956105e-05, 0.09120348455855341, 4.13766997203268e-06)","(5.246069314956618e-05, 0.09406447991825365, 4.934687817265035e-06)","(4.241525296833587e-05, 0.09090553804995234, 3.85578139261141e-06)","(2.5226672532506775e-05, 0.09046461262474319, 2.2821211584644748e-06)","(2.541814862663256e-05, 0.09744180657570374, 2.4767903219888196e-06)","(1.9161757808645962e-05, 0.0956737172448029, 1.8332765984977878e-06)","(8.140237016977139e-05, 0.09686086441434985, 7.884703940020943e-06)","(1.0061107066194761e-05, 0.09291368981234194, 9.348145811171816e-07)","(3.643924974281052e-05, 0.09419572880217696, 3.432421686528576e-06)","(5.8265867180390456e-05, 0.09927230270274054, 5.784186803969396e-06)","(1.2076616105306154e-05, 0.09380097467072113, 1.1327983614018454e-06)","(9.399415885877976e-05, 0.09551225096651553, 8.977593690306302e-06)","(7.908159733455322e-05, 0.09798590488644993, 7.748881874692064e-06)","(4.117922405441103e-05, 0.09755680397198341, 4.01731348879456e-06)","(9.969587021595221e-05, 0.09520824993960983, 9.491869329467282e-06)","(3.160889084259791e-05, 0.09867474920902411, 3.1189993766687676e-06)","(5.416581437900661e-05, 0.09670830438613699, 5.238284064287967e-06)","(8.663771229220023e-05, 0.09635279238685521, 8.347785505362463e-06)","(3.177886255890864e-05, 0.0921751062596071, 2.9292200331768533e-06)","(8.059082941700106e-05, 0.09723453525906547, 7.836211844504721e-06)","(4.688284596774652e-05, 0.09016799792462099, 4.2273323579200935e-06)","(5.449205620208073e-05, 0.0984956751335421, 5.367231865038861e-06)","(4.511793964614623e-05, 0.0980913827688348, 4.425681087571317e-06)","(3.981196824970546e-05, 0.09227274636851758, 3.6735596487365464e-06)","(6.86215181703054e-05, 0.09952566836967537, 6.829602460441468e-06)","(9.223930683690301e-05, 0.0979105853102071, 9.031204521008961e-06)","(3.768648627946247e-05, 0.09736154998408798, 3.669214717622531e-06)","(5.832749652605412e-05, 0.09153220434141214, 5.338844330745792e-06)","(8.330015596360692e-05, 0.09328160559557502, 7.770372294647068e-06)","(7.675171507373895e-05, 0.09984440125953317, 7.663229037179751e-06)","(9.079776352064858e-05, 0.0993238175749435, 9.01838050013776e-06)","(2.8917953498669792e-05, 0.0934552176959959, 2.7025336395408717e-06)","(9.510272632568154e-05, 0.09040373123403803, 8.597641310371186e-06)","(3.070998107412737e-05, 0.09475680390631212, 2.9099796546076434e-06)","(9.874137572357158e-05, 0.09757985033160099, 9.635168664642494e-06)","(8.478958488211131e-05, 0.09700234467747815, 8.224788537794852e-06)","(6.095126109329818e-05, 0.09941814230030885, 6.059661148756797e-06)","(6.795131131654394e-05, 0.09839193309541343, 6.6858608768030005e-06)","(2.7502343271701864e-05, 0.0977313590253102, 2.6878413843240194e-06)","(6.05617485380069e-05, 0.09460966615848382, 5.729726811154879e-06)","(1.749606017881572e-05, 0.09131981717840601, 1.597737016871841e-06)","(3.178711238964186e-05, 0.09620759203902762, 3.058161540881385e-06)","(9.107540362586624e-05, 0.09155132293530986, 8.338073688815372e-06)","(4.311971818980991e-05, 0.09996605529253677, 4.310508132761141e-06)","(1.7220919311872945e-05, 0.09531823843017663, 1.6414676929559387e-06)","(7.655247972208334e-05, 0.09220530664181811, 7.058544866966257e-06)","(2.1084420962752012e-05, 0.0923249787310823, 1.946618716943265e-06)","(7.198739829312987e-05, 0.09426084621301263, 6.785593079783603e-06)"
0,"(9.64831783802386e-05, 0.09764681198569894, 9.421274779077811e-06)","(3.4518170174397554e-05, 0.09695853139854604, 3.346831086674681e-06)","(4.411357408397263e-05, 0.09918340379415044, 4.375334431173828e-06)","(1.948572619126243e-05, 0.09919033639542768, 1.9327957358205164e-06)","(2.609099173022413e-05, 0.09383048716460697, 2.448130464654662e-06)","(9.795915602162352e-05, 0.09803872037353643, 9.603790305231576e-06)","(7.632510389687678e-05, 0.09089253048316914, 6.937381832577925e-06)","(9.476699152189004e-05, 0.0993574849892393, 9.415809937611557e-06)","(5.133474155406269e-05, 0.09988766551586972, 5.1277074936958325e-06)","(2.145901170091503e-05, 0.09235915654002319, 1.9819362208790005e-06)","(1.4814634883691075e-05, 0.09148245241378031, 1.3552791307747985e-06)","(5.958941603259806e-05, 0.09041755172536453, 5.387929106411702e-06)","(1.8652074188422343e-05, 0.09859270644786909, 1.8389584751030002e-06)","(9.038051540982465e-05, 0.09042076884785372, 8.172275692221636e-06)","(1.6618554381017176e-05, 0.09711643790160818, 1.6139348045585532e-06)","(4.700701770046395e-05, 0.09532663344827383, 4.4810207458286465e-06)","(6.475374830510762e-05, 0.091718414390571, 5.939111120390596e-06)","(7.656992506335246e-05, 0.09381672545666353, 7.183539637905838e-06)","(3.46456638098433e-05, 0.09022575956871652, 3.125931333005505e-06)","(2.664818100434896e-05, 0.09770264438836092, 2.6035977522645807e-06)","(1.083415452572939e-05, 0.09496914677952195, 1.0289104113860166e-06)","(3.947823216224918e-05, 0.09916129133530499, 3.914712480843599e-06)","(9.77662121953179e-05, 0.09852238429389894, 9.63216032886598e-06)","(4.604533138363681e-05, 0.09805963815235626, 4.515188534084759e-06)","(3.620170366582023e-05, 0.09980963917313598, 3.613278980338311e-06)","(8.691906093614911e-05, 0.09395183448707202, 8.166205226844809e-06)","(1.6556176751532886e-05, 0.09152368421277943, 1.5152822927782563e-06)","(2.379732755225555e-05, 0.09017522523169336, 2.1459293719370264e-06)","(6.74075231695725e-05, 0.09791506823759613, 6.600212230876033e-06)","(2.0904447923924312e-05, 0.09918007956257134, 2.0733048083064427e-06)","(4.482676242987735e-05, 0.091355408307642, 4.0951671848911114e-06)","(5.890549299263446e-05, 0.09025498084734798, 5.316514141853814e-06)","(5.1322345289802976e-05, 0.09818865085582776, 5.039271842762701e-06)","(3.794289523282342e-05, 0.09691267776913075, 3.6771475793265035e-06)","(8.203070426471549e-05, 0.09157084793786871, 7.51162114646054e-06)","(4.601981556205611e-05, 0.0990425432298087, 4.557919572232765e-06)","(1.0336871521289839e-05, 0.09538808226878714, 9.86014351074678e-07)","(3.5863095381509594e-05, 0.09012771735255576, 3.2322589239324445e-06)","(8.58780739464837e-05, 0.09409639471982284, 8.080817143846464e-06)","(4.236734020016789e-05, 0.09012766665730249, 3.8184695147172625e-06)","(4.502939861870648e-05, 0.09026407196595032, 4.064536877502386e-06)","(1.776806703117996e-05, 0.09143336257754561, 1.6245941151640119e-06)","(3.432578451701236e-05, 0.09845395042990349, 3.3795090873054837e-06)","(4.3213622319572815e-05, 0.09070377746561133, 3.919638782357507e-06)","(1.4035374820885586e-05, 0.09256713465374933, 1.2992144309607588e-06)","(7.468399293716519e-05, 0.09198477945733295, 6.869790619318152e-06)","(3.707351129787381e-05, 0.09724624272165519, 3.605259678217062e-06)","(7.274645637936298e-05, 0.09145807143567022, 6.653250604235647e-06)","(6.344433192679372e-05, 0.09097848247207457, 5.772069040154283e-06)","(1.742887484835711e-05, 0.09196727568981582, 1.6028861381421553e-06)","(5.227794054974602e-05, 0.09141447452930422, 4.778960464829238e-06)","(6.187529473662344e-05, 0.0980016057175149, 6.063878238433595e-06)","(2.0053964733745604e-05, 0.09998235105590567, 2.0050425420721048e-06)","(1.5667134164224954e-05, 0.0995296754542039, 1.5593447786627796e-06)","(9.469332576718463e-05, 0.09862959544197893, 9.339564411472938e-06)","(5.860243692483166e-05, 0.09149401879356642, 5.361772465349339e-06)","(8.626796467138618e-05, 0.09891537078087567, 8.533227711981647e-06)","(7.837728727360506e-05, 0.0928288375111939, 7.27567246488965e-06)","(5.852827794831228e-05, 0.09477106303204176, 5.546787118596363e-06)","(3.561005529521225e-05, 0.09701797744074384, 3.4548155412945425e-06)","(7.459143622650277e-05, 0.09581628646537539, 7.147074421342369e-06)","(5.106064912416457e-05, 0.09924845898057666, 5.067690740121265e-06)","(1.6167535729949836e-05, 0.09323933231653779, 1.5074502366642912e-06)","(6.964302978194077e-05, 0.09677066653204103, 6.739402411309192e-06)","(3.1382337391429416e-05, 0.09926244036414762, 3.1150873938043225e-06)","(4.394781384615959e-05, 0.09329703210955086, 4.100200599549715e-06)","(5.6569860815219704e-05, 0.09491617738666185, 5.369394943876165e-06)","(2.083182166090306e-05, 0.0913077736807339, 1.9021072575711468e-06)","(2.2992422904845935e-05, 0.09963082935546719, 2.2907541629014405e-06)","(8.083170096634389e-05, 0.09100410920809801, 7.356016942217481e-06)","(9.039010660522605e-05, 0.09554029678042342, 8.635897611077408e-06)","(5.578922332171258e-05, 0.09087832802359277, 5.070031337212068e-06)","(3.966261167462433e-05, 0.09458934046850383, 3.7516602795610954e-06)","(9.704576193362686e-05, 0.09212616616891973, 8.940453989886733e-06)","(7.049719834054412e-05, 0.09491386863638271, 6.691161822527421e-06)","(1.4695375184006517e-05, 0.09788060195441965, 1.4383921689565984e-06)","(8.299658050125292e-05, 0.09331513283567186, 7.744836934380949e-06)","(9.753451704057093e-05, 0.09712062801842986, 9.472613548454496e-06)","(3.976917710173116e-05, 0.09929230336541311, 3.948773197377931e-06)","(6.388403830140477e-05, 0.09107090492896731, 5.8179771786257405e-06)","(5.5602666558795166e-05, 0.09273796178175095, 5.1564779662929874e-06)","(6.967475525372861e-05, 0.09283669397972018, 6.468373931602304e-06)","(3.470549631204677e-05, 0.09129479944445804, 3.168431325428688e-06)","(7.833340960700746e-05, 0.09706988157219923, 7.6038147936987875e-06)","(9.838302695432638e-05, 0.09266456622711375, 9.116620516833094e-06)","(4.8558729880570017e-05, 0.0930378653555287, 4.517800572463962e-06)","(6.774281782434593e-05, 0.09892851154478653, 6.7016961352121765e-06)","(1.2147264766195016e-05, 0.09988652537237239, 1.2133480702734635e-06)","(3.326275527498979e-05, 0.09299625802505371, 3.0933117721771667e-06)","(6.913488646955803e-05, 0.09350614664862145, 6.464536832758288e-06)","(6.676602784407713e-05, 0.09893981749743432, 6.6058186099216095e-06)","(4.3276097703814044e-05, 0.09525602822321738, 4.1223091842652236e-06)","(2.9248644975579145e-05, 0.09761243158171748, 2.855031356536664e-06)","(8.575160475980589e-05, 0.0976445649423602, 8.37317813988047e-06)","(4.582881176324452e-05, 0.09292794482307715, 4.2587772908419755e-06)","(2.566989977351382e-05, 0.09679969802676187, 2.484838546453381e-06)","(5.684189820054386e-05, 0.09511508400183126, 5.40652192216827e-06)","(8.581038643062419e-05, 0.09416837513049796, 8.08062465949201e-06)","(1.6994793005709706e-05, 0.0949071423308131, 1.612927238675598e-06)","(6.749732051361768e-05, 0.09670745484678919, 6.5274940758499395e-06)"
0,"(2.3417068896150872e-05, 0.09964539986024008, 2.3334031937117444e-06)","(9.064723809988065e-05, 0.09997537538678977, 9.062491656811279e-06)","(6.248585952101875e-05, 0.09588795898359563, 5.991641534806165e-06)","(3.351163674262137e-05, 0.0940898211145698, 3.153103906369689e-06)","(1.720613337609163e-05, 0.09528923956905684, 1.63955936533154e-06)","(6.015340073232527e-05, 0.09809899803397867, 5.900988340177508e-06)","(4.194372302591339e-05, 0.09246005310218905, 3.878118858279462e-06)","(4.667259794277456e-05, 0.09903118429327692, 4.622042648316925e-06)","(7.563339195446659e-05, 0.09875001345331341, 7.468798473023302e-06)","(8.137299243516431e-05, 0.09248178802309602, 7.525519837193862e-06)","(5.622248623788592e-05, 0.09145847001221327, 5.142022571599763e-06)","(1.8069296283057383e-05, 0.09131226729300958, 1.6499484119951202e-06)","(9.414085922689106e-05, 0.09668841741296161, 9.1023306925445e-06)","(6.003594265616615e-05, 0.09095036639328832, 5.460290981344759e-06)","(6.820459659476571e-05, 0.09778953008248033, 6.669695450467277e-06)","(3.005185096852959e-05, 0.09799650681179749, 2.944976418144633e-06)","(8.154697126804475e-05, 0.09212284037479371, 7.512338617173975e-06)","(4.295798887723874e-05, 0.09201775433224933, 3.952897667113253e-06)","(7.406069148343544e-05, 0.09724571282882438, 7.202084735902323e-06)","(9.047056238310092e-05, 0.09157159911428693, 8.284534070189405e-06)","(9.736577043495004e-05, 0.0973548827522964, 9.479033164781568e-06)","(9.777514981299636e-05, 0.0978765596456913, 9.56989528253814e-06)","(9.980986236171626e-05, 0.0913290004382007, 9.115534963369937e-06)","(8.081303377643944e-05, 0.09532625927667318, 7.703604210707412e-06)","(8.814073170266563e-05, 0.094087138174738, 8.292909202531212e-06)","(9.091168618728105e-05, 0.09314634664667494, 8.468091435834211e-06)","(3.0684870403345305e-05, 0.09070729987264531, 2.7833417412295013e-06)","(7.216619927082239e-05, 0.09132705965229965, 6.590726785686139e-06)","(5.7279730770241396e-05, 0.09456557994019578, 5.4166909591061545e-06)","(2.599952751970505e-05, 0.09903666485791106, 2.5749064934330645e-06)","(1.7856860390372575e-05, 0.09112301505084149, 1.6271709581126954e-06)","(2.9619415640089392e-05, 0.09595250530504613, 2.842057136338044e-06)","(8.358883224461242e-05, 0.09911439211968381, 8.284856295918985e-06)","(4.650286541430799e-05, 0.09060700497733974, 4.213485358054764e-06)","(3.896311356646187e-05, 0.09677014501238831, 3.7704661499606697e-06)","(5.866767473920716e-05, 0.09553234923856958, 5.604660792200745e-06)","(1.0228123205000038e-05, 0.09881256040638857, 1.0106670420380508e-06)","(7.467788978683247e-05, 0.0980033498186266, 7.318683356495785e-06)","(9.190687939594255e-05, 0.09902535886113197, 9.101111713989987e-06)","(4.833183496182185e-05, 0.09563618742470424, 4.622272426988668e-06)","(8.706993622361396e-05, 0.09253932308193333, 8.057392958920343e-06)","(9.569599329713794e-05, 0.09051646672348258, 8.662063192850998e-06)","(2.5382908487138588e-05, 0.09725770838483049, 2.4686835116009637e-06)","(2.465538901856366e-05, 0.09770188824641783, 2.408878062563664e-06)","(3.947254483582203e-05, 0.09329564949874816, 3.682616707826474e-06)","(2.6133712230958695e-05, 0.09571610802564719, 2.5014172230096195e-06)","(1.5510778220355696e-05, 0.09536885195686412, 1.4792451118328547e-06)","(7.177883178437958e-05, 0.09940962482122728, 7.1355067377911575e-06)","(7.188348740357684e-05, 0.09697579499250406, 6.970958337795515e-06)","(6.074650903520819e-05, 0.09306803571800719, 5.653558272633002e-06)","(2.911534160595251e-05, 0.09067079629354101, 2.639911207770179e-06)","(3.791350442271542e-05, 0.09505100618511408, 3.6037167433828735e-06)","(5.2612359170725703e-05, 0.09896990023030544, 5.207039938007718e-06)","(2.8838120957981306e-05, 0.09882589353394744, 2.849953071512559e-06)","(2.251308050793517e-05, 0.09719209208360934, 2.1880933938129453e-06)","(1.4080925154172872e-05, 0.09965919365592797, 1.4032936467943418e-06)","(6.289206674434354e-05, 0.09803755759599132, 6.16578461577951e-06)","(6.29047870480072e-05, 0.09923411731184026, 6.242301017398277e-06)","(6.0408009216924467e-05, 0.09257540818958004, 5.592296111176696e-06)","(4.9361646763181474e-05, 0.09508692809115511, 4.693647356231636e-06)","(3.5614066887005715e-05, 0.09528642565192869, 3.3935371365914855e-06)","(5.393249370532926e-05, 0.0921252819759697, 4.968546190270669e-06)","(6.4380192728795e-05, 0.09551148380492104, 6.149047735173999e-06)","(1.3337465188646473e-05, 0.09596816203907943, 1.2799720204146059e-06)","(9.853520329679787e-05, 0.09729930842481087, 9.587407136276576e-06)","(9.839249430578702e-05, 0.09172695378283785, 9.025243777765062e-06)","(8.400246141569545e-05, 0.09343903163134594, 7.849108649332084e-06)","(9.212184258967131e-05, 0.09550509557882413, 8.79810538142395e-06)","(9.240046290976423e-05, 0.09047969833629939, 8.360366010209887e-06)","(3.906928564073633e-05, 0.09793218860772487, 3.826140650137668e-06)","(3.956183919890597e-05, 0.09790702458724534, 3.873381963163933e-06)","(3.693145839404726e-05, 0.09207494396096583, 3.400461962028642e-06)","(8.799621113386503e-05, 0.09174709291681046, 8.073396559225987e-06)","(5.077744980934377e-05, 0.09921988336392239, 5.038132647600512e-06)","(2.7719552627416284e-05, 0.09168875953976487, 2.541571395405029e-06)","(4.780650224729196e-05, 0.0979891414600467, 4.684518111419933e-06)","(3.137402877625686e-05, 0.09242246226056801, 2.899664990535574e-06)","(3.7147151423839276e-05, 0.09945082850787991, 3.694314985808487e-06)","(8.533358637036098e-05, 0.09688547357256108, 8.267584927137466e-06)","(2.4606036985866285e-05, 0.09081243319760222, 2.2345340900367114e-06)","(8.970763704859317e-05, 0.09421853596750246, 8.452122227822532e-06)","(9.457221422697066e-05, 0.09654194169231319, 9.130185191613154e-06)","(2.049201372824936e-05, 0.09376163224047984, 1.9213646550549806e-06)","(7.88850668746391e-05, 0.09845477511990287, 7.766611519461093e-06)","(8.88178036270563e-05, 0.0937142788269246, 8.32349641390099e-06)","(2.525640082373159e-05, 0.09086133061848314, 2.294830185478006e-06)","(7.707618522121539e-05, 0.09710416388917067, 7.484418521672974e-06)","(8.343318864566925e-05, 0.09815362911222562, 8.189270253977374e-06)","(8.191981291269099e-05, 0.09549357852704086, 7.822816087298554e-06)","(4.879037457156429e-05, 0.09203112464304966, 4.490233043576714e-06)","(7.470675442246753e-05, 0.09248718825538751, 6.909417660219758e-06)","(3.9984355406008194e-05, 0.09851228568817728, 3.938950242814295e-06)","(7.734495971684572e-05, 0.09460809646998795, 7.317459410358672e-06)","(9.816901724478819e-05, 0.09654707092125293, 9.477931070202268e-06)","(2.5148127600803774e-05, 0.09171944873665656, 2.30657240030482e-06)","(2.5202829232314915e-05, 0.09775104872851566, 2.463602988384474e-06)","(3.3064158871622266e-05, 0.0953133058099381, 3.151454285879311e-06)","(3.602403929450501e-05, 0.09890199479083055, 3.562849346649809e-06)","(8.547920018932173e-05, 0.09757848573906723, 8.340930916660603e-06)","(4.030364189533658e-05, 0.09803876986888199, 3.951319472654734e-06)"
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
